figure_family	figure_title	panel	panel_title	panel_purpose	module_rank	feature_id	display_label	validation_class	infection_direction	infection_coherence	preterm_effect	preterm_coherence	dataset_effects
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	1	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	2	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	limited_independent_support	positive	0.6923076923076923	-0.159494278806105	0.6666666666666666	GSE112098=0.3002|FDR10=True;GSE186800=0.2303|FDR10=False;GSE252321=1.1754|FDR10=False;GSE280297=-0.0052|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	3	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	4	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	limited_independent_support	positive	0.9230769230769232	-0.2829279944810432	0.6666666666666666	GSE112098=0.2257|FDR10=True;GSE186800=0.4019|FDR10=False;GSE252321=-0.2105|FDR10=False;GSE280297=0.3261|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	5	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	limited_independent_support	positive	0.6923076923076923	-0.0778318475584279	0.6666666666666666	GSE112098=0.1797|FDR10=True;GSE186800=0.4588|FDR10=False;GSE252321=0.0512|FDR10=False;GSE280297=-0.3223|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	6	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	context_divergent_or_tissue_specific	positive	0.6153846153846154	-0.2679451119744505	0.6666666666666666	GSE112098=-0.2829|FDR10=True;GSE186800=0.1224|FDR10=False;GSE252321=-0.1834|FDR10=False;GSE280297=0.2236|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	7	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	context_divergent_or_tissue_specific	negative	0.6666666666666666	-0.0430798766719854	0.6666666666666666	GSE112098=-0.2152|FDR10=True;GSE186800=-0.0796|FDR10=False;GSE280297=0.2891|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	8	STEROID_CATABOLISM_DEACTIVATION	Steroid catabolism and deactivation	limited_independent_support	negative	1.0			GSE112098=-0.2186|FDR10=True
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	9	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	limited_independent_support	positive	0.9230769230769232	-0.2427657634531032	1.0	GSE112098=0.1133|FDR10=False;GSE186800=0.1682|FDR10=False;GSE252321=-1.1792|FDR10=False;GSE280297=0.2253|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	B	Human comparator adjusted effects	Age/sex-adjusted GSE112098 estimates with FDR.	10	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	limited_independent_support	positive	0.6923076923076923	0.1629906003038436	1.0	GSE112098=-0.0227|FDR10=False;GSE186800=0.3179|FDR10=False;GSE252321=7.6589|FDR10=False;GSE280297=0.2193|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	1	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	2	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	limited_independent_support	positive	0.6923076923076923	-0.159494278806105	0.6666666666666666	GSE112098=0.3002|FDR10=True;GSE186800=0.2303|FDR10=False;GSE252321=1.1754|FDR10=False;GSE280297=-0.0052|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	3	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	4	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	limited_independent_support	positive	0.9230769230769232	-0.2829279944810432	0.6666666666666666	GSE112098=0.2257|FDR10=True;GSE186800=0.4019|FDR10=False;GSE252321=-0.2105|FDR10=False;GSE280297=0.3261|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	5	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	limited_independent_support	positive	0.6923076923076923	-0.0778318475584279	0.6666666666666666	GSE112098=0.1797|FDR10=True;GSE186800=0.4588|FDR10=False;GSE252321=0.0512|FDR10=False;GSE280297=-0.3223|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	6	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	context_divergent_or_tissue_specific	positive	0.6153846153846154	-0.2679451119744505	0.6666666666666666	GSE112098=-0.2829|FDR10=True;GSE186800=0.1224|FDR10=False;GSE252321=-0.1834|FDR10=False;GSE280297=0.2236|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	7	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	context_divergent_or_tissue_specific	negative	0.6666666666666666	-0.0430798766719854	0.6666666666666666	GSE112098=-0.2152|FDR10=True;GSE186800=-0.0796|FDR10=False;GSE280297=0.2891|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	8	STEROID_CATABOLISM_DEACTIVATION	Steroid catabolism and deactivation	limited_independent_support	negative	1.0			GSE112098=-0.2186|FDR10=True
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	9	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	limited_independent_support	positive	0.9230769230769232	-0.2427657634531032	1.0	GSE112098=0.1133|FDR10=False;GSE186800=0.1682|FDR10=False;GSE252321=-1.1792|FDR10=False;GSE280297=0.2253|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	C	Mouse bladder exposure effects	GSE186800 average Gardnerella effect, not PBS block effect.	10	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	limited_independent_support	positive	0.6923076923076923	0.1629906003038436	1.0	GSE112098=-0.0227|FDR10=False;GSE186800=0.3179|FDR10=False;GSE252321=7.6589|FDR10=False;GSE280297=0.2193|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	1	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	2	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	limited_independent_support	positive	0.6923076923076923	-0.159494278806105	0.6666666666666666	GSE112098=0.3002|FDR10=True;GSE186800=0.2303|FDR10=False;GSE252321=1.1754|FDR10=False;GSE280297=-0.0052|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	3	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	4	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	limited_independent_support	positive	0.9230769230769232	-0.2829279944810432	0.6666666666666666	GSE112098=0.2257|FDR10=True;GSE186800=0.4019|FDR10=False;GSE252321=-0.2105|FDR10=False;GSE280297=0.3261|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	5	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	limited_independent_support	positive	0.6923076923076923	-0.0778318475584279	0.6666666666666666	GSE112098=0.1797|FDR10=True;GSE186800=0.4588|FDR10=False;GSE252321=0.0512|FDR10=False;GSE280297=-0.3223|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	6	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	context_divergent_or_tissue_specific	positive	0.6153846153846154	-0.2679451119744505	0.6666666666666666	GSE112098=-0.2829|FDR10=True;GSE186800=0.1224|FDR10=False;GSE252321=-0.1834|FDR10=False;GSE280297=0.2236|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	7	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	context_divergent_or_tissue_specific	negative	0.6666666666666666	-0.0430798766719854	0.6666666666666666	GSE112098=-0.2152|FDR10=True;GSE186800=-0.0796|FDR10=False;GSE280297=0.2891|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	8	STEROID_CATABOLISM_DEACTIVATION	Steroid catabolism and deactivation	limited_independent_support	negative	1.0			GSE112098=-0.2186|FDR10=True
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	9	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	limited_independent_support	positive	0.9230769230769232	-0.2427657634531032	1.0	GSE112098=0.1133|FDR10=False;GSE186800=0.1682|FDR10=False;GSE252321=-1.1792|FDR10=False;GSE280297=0.2253|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	D	Pregnancy-tissue UPEC architecture	Median effect plus bladder/uterus/placenta heterogeneity.	10	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	limited_independent_support	positive	0.6923076923076923	0.1629906003038436	1.0	GSE112098=-0.0227|FDR10=False;GSE186800=0.3179|FDR10=False;GSE252321=7.6589|FDR10=False;GSE280297=0.2193|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	1	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	2	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	limited_independent_support	positive	0.6923076923076923	-0.159494278806105	0.6666666666666666	GSE112098=0.3002|FDR10=True;GSE186800=0.2303|FDR10=False;GSE252321=1.1754|FDR10=False;GSE280297=-0.0052|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	3	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	4	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	limited_independent_support	positive	0.9230769230769232	-0.2829279944810432	0.6666666666666666	GSE112098=0.2257|FDR10=True;GSE186800=0.4019|FDR10=False;GSE252321=-0.2105|FDR10=False;GSE280297=0.3261|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	5	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	limited_independent_support	positive	0.6923076923076923	-0.0778318475584279	0.6666666666666666	GSE112098=0.1797|FDR10=True;GSE186800=0.4588|FDR10=False;GSE252321=0.0512|FDR10=False;GSE280297=-0.3223|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	6	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	context_divergent_or_tissue_specific	positive	0.6153846153846154	-0.2679451119744505	0.6666666666666666	GSE112098=-0.2829|FDR10=True;GSE186800=0.1224|FDR10=False;GSE252321=-0.1834|FDR10=False;GSE280297=0.2236|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	7	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	context_divergent_or_tissue_specific	negative	0.6666666666666666	-0.0430798766719854	0.6666666666666666	GSE112098=-0.2152|FDR10=True;GSE186800=-0.0796|FDR10=False;GSE280297=0.2891|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	8	STEROID_CATABOLISM_DEACTIVATION	Steroid catabolism and deactivation	limited_independent_support	negative	1.0			GSE112098=-0.2186|FDR10=True
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	9	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	limited_independent_support	positive	0.9230769230769232	-0.2427657634531032	1.0	GSE112098=0.1133|FDR10=False;GSE186800=0.1682|FDR10=False;GSE252321=-1.1792|FDR10=False;GSE280297=0.2253|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	E	Exploratory UPEC pseudobulk	GSE252321 n=2 per group; direction and magnitude only.	10	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	limited_independent_support	positive	0.6923076923076923	0.1629906003038436	1.0	GSE112098=-0.0227|FDR10=False;GSE186800=0.3179|FDR10=False;GSE252321=7.6589|FDR10=False;GSE280297=0.2193|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	1	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	2	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	limited_independent_support	positive	0.6923076923076923	-0.159494278806105	0.6666666666666666	GSE112098=0.3002|FDR10=True;GSE186800=0.2303|FDR10=False;GSE252321=1.1754|FDR10=False;GSE280297=-0.0052|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	3	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	4	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	limited_independent_support	positive	0.9230769230769232	-0.2829279944810432	0.6666666666666666	GSE112098=0.2257|FDR10=True;GSE186800=0.4019|FDR10=False;GSE252321=-0.2105|FDR10=False;GSE280297=0.3261|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	5	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	limited_independent_support	positive	0.6923076923076923	-0.0778318475584279	0.6666666666666666	GSE112098=0.1797|FDR10=True;GSE186800=0.4588|FDR10=False;GSE252321=0.0512|FDR10=False;GSE280297=-0.3223|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	6	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	context_divergent_or_tissue_specific	positive	0.6153846153846154	-0.2679451119744505	0.6666666666666666	GSE112098=-0.2829|FDR10=True;GSE186800=0.1224|FDR10=False;GSE252321=-0.1834|FDR10=False;GSE280297=0.2236|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	7	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	context_divergent_or_tissue_specific	negative	0.6666666666666666	-0.0430798766719854	0.6666666666666666	GSE112098=-0.2152|FDR10=True;GSE186800=-0.0796|FDR10=False;GSE280297=0.2891|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	8	STEROID_CATABOLISM_DEACTIVATION	Steroid catabolism and deactivation	limited_independent_support	negative	1.0			GSE112098=-0.2186|FDR10=True
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	9	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	limited_independent_support	positive	0.9230769230769232	-0.2427657634531032	1.0	GSE112098=0.1133|FDR10=False;GSE186800=0.1682|FDR10=False;GSE252321=-1.1792|FDR10=False;GSE280297=0.2253|FDR10=False
Figure_7	Steroid, cholesterol, lipid-peroxidation and receptor-response remodeling	F	Mechanistic pathway schematic	Link prioritized submodules into immune-metabolic biology.	10	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	limited_independent_support	positive	0.6923076923076923	0.1629906003038436	1.0	GSE112098=-0.0227|FDR10=False;GSE186800=0.3179|FDR10=False;GSE252321=7.6589|FDR10=False;GSE280297=0.2193|FDR10=False
