figure_family	figure_title	panel	panel_title	panel_purpose	module_rank	feature_id	display_label	validation_class	infection_direction	infection_coherence	preterm_effect	preterm_coherence	dataset_effects
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	11	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	limited_independent_support	positive	1.0	-0.5591454054564856	0.6666666666666666	GSE112098=0.2900|FDR10=True;GSE186800=0.2455|FDR10=False;GSE252321=1.8319|FDR10=False;GSE280297=0.2163|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	12	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	limited_independent_support	negative	0.6923076923076923	0.5120363485796444	1.0	GSE112098=-0.0527|FDR10=False;GSE186800=0.1523|FDR10=False;GSE252321=-0.7022|FDR10=False;GSE280297=-0.2572|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	13	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	limited_independent_support	positive	1.0	-0.5059353303526654	0.6666666666666666	GSE112098=0.4390|FDR10=True;GSE186800=0.1633|FDR10=False;GSE252321=1.4473|FDR10=False;GSE280297=0.2726|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	14	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	limited_independent_support	positive	1.0	-0.5030817475315358	1.0	GSE112098=0.0788|FDR10=False;GSE186800=0.3914|FDR10=False;GSE252321=0.2943|FDR10=False;GSE280297=0.1941|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	A	Cross-dataset convergence network	Connect recurrent immune, endocrine and metabolic modules.	15	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	two_dataset_concordant_effect	positive	0.9230769230769232	-0.501122242204225	1.0	GSE112098=0.1915|FDR10=False;GSE186800=0.5714|FDR10=False;GSE252321=-0.5137|FDR10=False;GSE280297=0.2247|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	1	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	pregnancy_outcome_priority	unresolved		-1.1529232070436364	1.0	GSE112098=0.0454|FDR10=False;GSE186800=-0.0025|FDR10=False;GSE252321=0.9316|FDR10=False;GSE280297=-0.2611|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	2	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	3	AMINO_ACID_TRANSPORT	Amino-acid transport	two_dataset_concordant_effect	positive	0.6923076923076923	-0.9110329763420932	1.0	GSE112098=0.1404|FDR10=False;GSE186800=0.5415|FDR10=False;GSE252321=1.5424|FDR10=False;GSE280297=-0.0779|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	4	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	5	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	two_dataset_concordant_effect	positive	0.6923076923076923	-0.8043093611651837	1.0	GSE112098=-0.0904|FDR10=False;GSE186800=0.6070|FDR10=False;GSE252321=0.5369|FDR10=False;GSE280297=0.0072|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	6	LEPTIN_SIGNALING	Leptin signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	1.0	-0.7524117043029656	1.0	GSE112098=0.3544|FDR10=True;GSE186800=0.7289|FDR10=False;GSE252321=0.9901|FDR10=False;GSE280297=0.3395|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	7	STEROIDOGENESIS_CORE	Core steroidogenesis	limited_independent_support	negative	0.6923076923076923	0.6984821720927213	1.0	GSE112098=-0.0928|FDR10=False;GSE186800=0.0341|FDR10=False;GSE252321=-0.3566|FDR10=False;GSE280297=-0.1577|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	8	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	two_dataset_concordant_effect	positive	0.6923076923076923	-0.6759836665295377	1.0	GSE112098=0.1896|FDR10=False;GSE186800=0.6586|FDR10=False;GSE252321=0.6087|FDR10=False;GSE280297=-0.0467|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	9	PI3K_AKT_SIGNALING	PI3K-AKT signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	1.0	-0.6352753686157185	1.0	GSE112098=0.3307|FDR10=True;GSE186800=0.7117|FDR10=False;GSE252321=0.5145|FDR10=False;GSE280297=0.1040|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	10	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	11	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	limited_independent_support	positive	1.0	-0.5591454054564856	0.6666666666666666	GSE112098=0.2900|FDR10=True;GSE186800=0.2455|FDR10=False;GSE252321=1.8319|FDR10=False;GSE280297=0.2163|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	12	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	limited_independent_support	negative	0.6923076923076923	0.5120363485796444	1.0	GSE112098=-0.0527|FDR10=False;GSE186800=0.1523|FDR10=False;GSE252321=-0.7022|FDR10=False;GSE280297=-0.2572|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	13	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	limited_independent_support	positive	1.0	-0.5059353303526654	0.6666666666666666	GSE112098=0.4390|FDR10=True;GSE186800=0.1633|FDR10=False;GSE252321=1.4473|FDR10=False;GSE280297=0.2726|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	14	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	limited_independent_support	positive	1.0	-0.5030817475315358	1.0	GSE112098=0.0788|FDR10=False;GSE186800=0.3914|FDR10=False;GSE252321=0.2943|FDR10=False;GSE280297=0.1941|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	B	Pregnancy outcome architecture	Preterm-vs-term tissue-collapsed effects and tissue heterogeneity.	15	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	two_dataset_concordant_effect	positive	0.9230769230769232	-0.501122242204225	1.0	GSE112098=0.1915|FDR10=False;GSE186800=0.5714|FDR10=False;GSE252321=-0.5137|FDR10=False;GSE280297=0.2247|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	1	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	pregnancy_outcome_priority	unresolved		-1.1529232070436364	1.0	GSE112098=0.0454|FDR10=False;GSE186800=-0.0025|FDR10=False;GSE252321=0.9316|FDR10=False;GSE280297=-0.2611|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	2	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	3	AMINO_ACID_TRANSPORT	Amino-acid transport	two_dataset_concordant_effect	positive	0.6923076923076923	-0.9110329763420932	1.0	GSE112098=0.1404|FDR10=False;GSE186800=0.5415|FDR10=False;GSE252321=1.5424|FDR10=False;GSE280297=-0.0779|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	4	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	5	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	two_dataset_concordant_effect	positive	0.6923076923076923	-0.8043093611651837	1.0	GSE112098=-0.0904|FDR10=False;GSE186800=0.6070|FDR10=False;GSE252321=0.5369|FDR10=False;GSE280297=0.0072|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	6	LEPTIN_SIGNALING	Leptin signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	1.0	-0.7524117043029656	1.0	GSE112098=0.3544|FDR10=True;GSE186800=0.7289|FDR10=False;GSE252321=0.9901|FDR10=False;GSE280297=0.3395|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	7	STEROIDOGENESIS_CORE	Core steroidogenesis	limited_independent_support	negative	0.6923076923076923	0.6984821720927213	1.0	GSE112098=-0.0928|FDR10=False;GSE186800=0.0341|FDR10=False;GSE252321=-0.3566|FDR10=False;GSE280297=-0.1577|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	8	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	two_dataset_concordant_effect	positive	0.6923076923076923	-0.6759836665295377	1.0	GSE112098=0.1896|FDR10=False;GSE186800=0.6586|FDR10=False;GSE252321=0.6087|FDR10=False;GSE280297=-0.0467|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	9	PI3K_AKT_SIGNALING	PI3K-AKT signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	1.0	-0.6352753686157185	1.0	GSE112098=0.3307|FDR10=True;GSE186800=0.7117|FDR10=False;GSE252321=0.5145|FDR10=False;GSE280297=0.1040|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	10	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	11	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	limited_independent_support	positive	1.0	-0.5591454054564856	0.6666666666666666	GSE112098=0.2900|FDR10=True;GSE186800=0.2455|FDR10=False;GSE252321=1.8319|FDR10=False;GSE280297=0.2163|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	12	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	limited_independent_support	negative	0.6923076923076923	0.5120363485796444	1.0	GSE112098=-0.0527|FDR10=False;GSE186800=0.1523|FDR10=False;GSE252321=-0.7022|FDR10=False;GSE280297=-0.2572|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	13	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	limited_independent_support	positive	1.0	-0.5059353303526654	0.6666666666666666	GSE112098=0.4390|FDR10=True;GSE186800=0.1633|FDR10=False;GSE252321=1.4473|FDR10=False;GSE280297=0.2726|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	14	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	limited_independent_support	positive	1.0	-0.5030817475315358	1.0	GSE112098=0.0788|FDR10=False;GSE186800=0.3914|FDR10=False;GSE252321=0.2943|FDR10=False;GSE280297=0.1941|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	C	Synthesis-response decoupling	Contrast steroid biosynthesis with receptor-response programmes.	15	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	two_dataset_concordant_effect	positive	0.9230769230769232	-0.501122242204225	1.0	GSE112098=0.1915|FDR10=False;GSE186800=0.5714|FDR10=False;GSE252321=-0.5137|FDR10=False;GSE280297=0.2247|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	1	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	pregnancy_outcome_priority	unresolved		-1.1529232070436364	1.0	GSE112098=0.0454|FDR10=False;GSE186800=-0.0025|FDR10=False;GSE252321=0.9316|FDR10=False;GSE280297=-0.2611|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	2	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	limited_independent_support	positive	0.6923076923076923	-0.9114340045584498	1.0	GSE112098=-0.1560|FDR10=True;GSE186800=0.4784|FDR10=False;GSE252321=0.6820|FDR10=False;GSE280297=0.1650|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	3	AMINO_ACID_TRANSPORT	Amino-acid transport	two_dataset_concordant_effect	positive	0.6923076923076923	-0.9110329763420932	1.0	GSE112098=0.1404|FDR10=False;GSE186800=0.5415|FDR10=False;GSE252321=1.5424|FDR10=False;GSE280297=-0.0779|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	4	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	limited_independent_support	positive	1.0	-0.8259823876820072	1.0	GSE112098=0.3653|FDR10=True;GSE186800=0.1883|FDR10=False;GSE252321=1.1502|FDR10=False;GSE280297=0.0247|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	5	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	two_dataset_concordant_effect	positive	0.6923076923076923	-0.8043093611651837	1.0	GSE112098=-0.0904|FDR10=False;GSE186800=0.6070|FDR10=False;GSE252321=0.5369|FDR10=False;GSE280297=0.0072|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	6	LEPTIN_SIGNALING	Leptin signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	1.0	-0.7524117043029656	1.0	GSE112098=0.3544|FDR10=True;GSE186800=0.7289|FDR10=False;GSE252321=0.9901|FDR10=False;GSE280297=0.3395|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	7	STEROIDOGENESIS_CORE	Core steroidogenesis	limited_independent_support	negative	0.6923076923076923	0.6984821720927213	1.0	GSE112098=-0.0928|FDR10=False;GSE186800=0.0341|FDR10=False;GSE252321=-0.3566|FDR10=False;GSE280297=-0.1577|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	8	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	two_dataset_concordant_effect	positive	0.6923076923076923	-0.6759836665295377	1.0	GSE112098=0.1896|FDR10=False;GSE186800=0.6586|FDR10=False;GSE252321=0.6087|FDR10=False;GSE280297=-0.0467|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	9	PI3K_AKT_SIGNALING	PI3K-AKT signaling	one_FDR_dataset_plus_independent_concordant_effect	positive	1.0	-0.6352753686157185	1.0	GSE112098=0.3307|FDR10=True;GSE186800=0.7117|FDR10=False;GSE252321=0.5145|FDR10=False;GSE280297=0.1040|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	10	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	limited_independent_support	positive	0.6923076923076923	0.5744464349606124	0.6666666666666666	GSE112098=-0.0420|FDR10=False;GSE186800=0.0188|FDR10=False;GSE252321=0.1893|FDR10=False;GSE280297=0.0283|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	11	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	limited_independent_support	positive	1.0	-0.5591454054564856	0.6666666666666666	GSE112098=0.2900|FDR10=True;GSE186800=0.2455|FDR10=False;GSE252321=1.8319|FDR10=False;GSE280297=0.2163|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	12	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	limited_independent_support	negative	0.6923076923076923	0.5120363485796444	1.0	GSE112098=-0.0527|FDR10=False;GSE186800=0.1523|FDR10=False;GSE252321=-0.7022|FDR10=False;GSE280297=-0.2572|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	13	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	limited_independent_support	positive	1.0	-0.5059353303526654	0.6666666666666666	GSE112098=0.4390|FDR10=True;GSE186800=0.1633|FDR10=False;GSE252321=1.4473|FDR10=False;GSE280297=0.2726|FDR10=False
Figure_11	Integrated endocrine-metabolic-immune model of urinary inflammation and pregnancy-associated UTI biology	D	Carbon-complement-inflammatory integration	Integrate glycolysis, xanthine oxidase, complement and NETosis.	14	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	limited_independent_support	positive	1.0	-0.5030817475315358	1.0	GSE112098=0.0788|FDR10=False;GSE186800=0.3914|FDR10=False;GSE252321=0.2943|FDR10=False;GSE280297=0.1941|FDR10=False
