script	language	phase_tag	project_root_placeholders	repository_root_placeholders	sha256
scripts/archive_phase_scripts/phaseU27B2E2A_final_figures_5_to_8_layout_annotation_repair.py	py	phaseU27B2E2A	1	0	9302770bda3a65d1186d608f8f68741582c5ca467ad0fa8557911180a946a6c3
scripts/archive_phase_scripts/phaseU27B2E2C_final_scatter_annotation_title_repair.py	py	phaseU27B2E2C	1	0	90321c9db80aada4edf316afe3db10aa1d6ec46237b75cb6ea2e79d64fb55a0a
scripts/archive_phase_scripts/phaseU27B2E2D_final_visibility_title_microrepair.py	py	phaseU27B2E2D	1	0	050e81bfc7fc4d74f0d4d5857767c4e2769f5fb230f6d20e4c8f65caebaff0e8
scripts/archive_phase_scripts/phaseU27B2E2E_freeze_final_figures_5_to_8.py	py	phaseU27B2E2E	1	0	55b9563455a15d5bbbcb93dfd7a235cdcc35e2ea5883f59cf618b490e4e2178a
scripts/archive_phase_scripts/phaseU27B3A_assemble_complete_eight_figure_package.py	py	phaseU27B3A	1	0	f95da72dc00efcc967de47ead0c98516fb1475a8baeab8d473c9eed9ee7ab9d3
scripts/archive_phase_scripts/phaseU27B3B_construct_definitive_figure_legends.py	py	phaseU27B3B	1	0	c4ebb80ac713350b3956609ef6ca76d4d82b0c8ccd0414ef3e1ac465002130bf
scripts/archive_phase_scripts/phaseU27B3C11_confirm_target_and_audit_structure.py	py	phaseU27B3C11	2	0	b46eaeeb01793567258f88429534b5100e4611f365a16d637af6edfb2aaeb0c2
scripts/archive_phase_scripts/phaseU27B3C1_resolve_authoritative_manuscript_target.py	py	phaseU27B3C1	1	0	f3e9094cdd574d827f3887d830e1259f99726ed087ec6a17e1addf3ae67f484b
scripts/archive_phase_scripts/phaseU27B3C2_reconstruct_results_section.py	py	phaseU27B3C2	2	0	f2b752fda068655b404604ac0c87f0e8257112416477d6d19f5f616711ba4b3e
scripts/archive_phase_scripts/phaseU27B3C31_correct_results_audit_false_negatives.py	py	phaseU27B3C31	4	0	bb22e20761db5d4b59679b6943ab3401036871bbbbf486659d0bdfb84995b76b
scripts/archive_phase_scripts/phaseU27B3C3_audit_reconstructed_results.py	py	phaseU27B3C3	4	0	4cf1e4214cd0faf94b52aa9fa69875456b74196ff8d0988732f51740abc9c54d
scripts/archive_phase_scripts/phaseU27B3C41_cleanup_integrated_figure_section.py	py	phaseU27B3C41	2	0	92f944a49d3761b202b245c43599261032b75b9a3b27e33fb45677d99dc28b72
scripts/archive_phase_scripts/phaseU27B3C4_integrate_frozen_figures_and_legends.py	py	phaseU27B3C4	2	0	efa368e186ee24766662b726c966625fc40c783e37c07ea029edef2f7b0489c9
scripts/archive_phase_scripts/phaseU27B3D11_correct_manuscript_wide_audit.py	py	phaseU27B3D11	2	0	22141d9139736478ffdff418c62a9c7f64b43ed24a81f644972cb8f163b7a075
scripts/archive_phase_scripts/phaseU27B3D1_audit_manuscript_wide_content_structure.py	py	phaseU27B3D1	2	0	45fbddc275fe890c9ff2a5655419cf50a9f8141afbcb684b55acf6f335622d51
scripts/archive_phase_scripts/phaseU27B3D21_correct_v6_reconstruction_structure.py	py	phaseU27B3D21	2	0	3ea6e68a0259861ab768412139285317a5451adbc9e493d29ab03803f6ab1ca9
scripts/archive_phase_scripts/phaseU27B3D2_reconstruct_manuscript_v6.py	py	phaseU27B3D2	3	0	4a81b5f95dac1bb37aef57cdaa33e2786c35a82953c0c5d3f4ea4d53eee0e98c
scripts/archive_phase_scripts/phaseU27B3D31_correct_render_page_count_audit.py	py	phaseU27B3D31	4	0	1c28d22b7032113191e0e84791711432c43533a608e3dcbb5ac33076fb15e958
scripts/archive_phase_scripts/phaseU27B3D3_audit_v6_1_visual_scientific.py	py	phaseU27B3D3	5	0	ab179728694f466a66097529d0cbd2b9720edf5d2429aad8977cf59be809a23b
scripts/archive_phase_scripts/phaseU27B3E1_finalize_reference_supplement_submission_architecture.py	py	phaseU27B3E1	2	0	d254d630994170deefe66881dc727c51d55db893ed3dd697b9789d3ef8cf28ce
scripts/archive_phase_scripts/phaseU27B3E21_audit_dataset_accession_lineage.py	py	phaseU27B3E21	1	0	3e17421c18968a3ea8755e0d584a6b2f19fbffbd907fd70f0ae17235728d281b
scripts/archive_phase_scripts/phaseU27B3E22_correct_accession_and_refreeze.py	py	phaseU27B3E22	1	0	f35de01f632050e57662639d12dc5e296d73b30da9de5bf54e9310e1292d2fb1
scripts/archive_phase_scripts/phaseU27B3E2_confirm_reference_frontmatter_supplement_sources.py	py	phaseU27B3E2	2	0	6eac77c6fe2eda3ae6ebc774f4ce99ef9e4771ec55a78bd6b8f7ad65158b8783
scripts/archive_phase_scripts/phaseU27B3E31_audit_supplementary_materialization_integrity.py	py	phaseU27B3E31	1	0	57f373542d9b37c6a1943381900c5ce54cd7cbdce4fbcfd743423c991911e6fa
scripts/archive_phase_scripts/phaseU27B3E321_correct_semantic_accession_audit_and_repackage.py	py	phaseU27B3E321	1	0	a3a98ae777645a0a43afca2d8fef4a016e15535ada18dfad51bcddb59f02bbe1
scripts/archive_phase_scripts/phaseU27B3E32_repair_and_rematerialize_supplementary_tables.py	py	phaseU27B3E32	1	0	81d876a4534e518c2e08e15fc6eeb6c965ff3218ef2472fc76bf371bd53ad008
scripts/archive_phase_scripts/phaseU27B3E3_materialize_supplementary_tables.py	py	phaseU27B3E3	1	0	2da0d2c04243452b147ac89bd4d285388271c3286883b5037064dad3636024cc
scripts/archive_phase_scripts/phaseU27B3E411_finalize_semantic_audit.py	py	phaseU27B3E411	1	0	2872105940c59b0e2496c19b84ccc55e208b7c97e7144ba107e4e5e761341e59
scripts/archive_phase_scripts/phaseU27B3E41_correct_semantic_audit_false_positives.py	py	phaseU27B3E41	1	0	6521c1ce3a7ef797af527edfcb9705859c84911d7b20d7e34334a49bf1959b9c
scripts/archive_phase_scripts/phaseU27B3E4_audit_supplementary_schema_content.py	py	phaseU27B3E4	3	0	4fec2795588671e5c2a2779dfeb7d8d1cf1345acd020e30fe95ae8450318f857
scripts/archive_phase_scripts/phaseU27B3E5_format_and_freeze_supplementary_workbook.py	py	phaseU27B3E5	1	0	ff071c8a2a8aefa315c64ac22727061e2905b50c25eb9eb70105a9bc3ed47614
scripts/archive_phase_scripts/phaseU27B3E6B1_audit_manuscript_front_matter_targets.py	py	phaseU27B3E6B1	2	0	b319acabb74df41d03d079e24f672d713934d2b7e077cabd089b88549dbb29e7
scripts/archive_phase_scripts/phaseU27B3E6B2A_insert_front_matter_without_render_v2.py	py	phaseU27B3E6B2A	1	0	a09c4c2dddd0f9b036d4546f26cf8c6c7a69f1126e3f47ad5e169dfc3e88f251
scripts/archive_phase_scripts/phaseU27B3E6B2_insert_front_matter_and_render.py	py	phaseU27B3E6B2	1	0	cf84bd664e8cd657d4c6d6d0036654e1df311932f70b4bd130816d4a022a448f
scripts/archive_phase_scripts/prepare_U27B3E5_artifact_tool_input_bundle.sh	sh		1	0	b121cd31d0549bc864d3cf6579a7b0e588174be53d5c15883830ddf5189493cf
scripts/archive_phase_scripts/run_phaseU26A1_targeted_source_contrast_and_species_repair.sh	sh	phaseU26A1	1	0	7035731bb687f8d5ae6993ab5aa215e89767367e9b82d72a8fc92d17f7a08dbf
scripts/archive_phase_scripts/run_phaseU26A2_resolve_GSE280297_identifiers_and_design.sh	sh	phaseU26A2	1	0	0f8133c6978c8bdbb2be9d9ecd91899534cf05fa8ec7ea5596bcc54bc26acace
scripts/archive_phase_scripts/run_phaseU26A3_explicit_source_and_metadata_reconstruction.sh	sh	phaseU26A3	1	0	c30cb365fe01ef3692757fde39ffca7380cf9a5d006e68c4564ea65079cc6933
scripts/archive_phase_scripts/run_phaseU26A4_validate_established_GSE280297_assets.sh	sh	phaseU26A4	1	0	6b2a876388613d96494bab9106e6dbee3d372690ef21e8a152b3ae8771860a7b
scripts/archive_phase_scripts/run_phaseU26A5_finalize_GSE280297_input_resolution.sh	sh	phaseU26A5	1	0	3499d485085d1e4d4aadf616fbedb29163ff778e17d2fe9764737ba6457db0d1
scripts/archive_phase_scripts/run_phaseU26A_expanded_endocrine_metabolic_immune_feasibility_audit.sh	sh	phaseU26A	1	0	b5f36ff21a5587bcc1f152d606b10c6944eab7f55093aeca26935909c937509b
scripts/archive_phase_scripts/run_phaseU26B1_1_refine_GSE280297_stability.sh	sh	phaseU26B1	1	0	1077a52b8b8c021cfb7f1a138b0a7afc6594de4baf3287718bbce70d66a59126
scripts/archive_phase_scripts/run_phaseU26B1_score_GSE280297_endocrine_metabolic_immune_submodules.sh	sh	phaseU26B1	1	0	46ab9607a0ee61bbfac853c86367bf14276dbc8b9a0bb9f9e2c109b0cf88088e
scripts/archive_phase_scripts/run_phaseU26B2A1_repair_cross_dataset_inputs.sh	sh	phaseU26B2A1	1	0	11f9cc60eaf5f4be69ceec65f4836e095a297eb1df939323a574bb040693f248
scripts/archive_phase_scripts/run_phaseU26B2A_prepare_cross_dataset_inputs.sh	sh	phaseU26B2A	1	0	fceab0989a7aa92725bbec9b3224bb9e481730b67e73aa7a4f37d2f0098d8865
scripts/archive_phase_scripts/run_phaseU26B2B1_collapse_independent_dataset_evidence.sh	sh	phaseU26B2B1	1	0	a5b7d6698f07e381da8f3ccd642ba6413c5ea9ae06289ba9e198279a539bf3dc
scripts/archive_phase_scripts/run_phaseU26B2B_score_and_integrate_cross_datasets.sh	sh	phaseU26B2B	1	0	f2ae741d4ab71a17d7e2a334ae51976f454203f8893c27ae738d5ee0af874e4c
scripts/archive_phase_scripts/run_phaseU26C1_refine_interpretation.sh	sh	phaseU26C1	1	0	b0ef01d5abaf157c25f3028729f3ffdf37565d5a3da9a6b22382da11764ec99b
scripts/archive_phase_scripts/run_phaseU26C_build_biological_synthesis.sh	sh	phaseU26C	1	0	17597ada709eb580437b5edee17350d5d2615647872ae90705bd752bac85db93
scripts/archive_phase_scripts/run_phaseU26D1A_validate_convert_GSE252321_flat_matrices.sh	sh	phaseU26D1A	1	0	c6133d64d3b7e01c59d4d6f890bab1f2bbfeb5da306cacf9bb0e7cde9ffde1a2
scripts/archive_phase_scripts/run_phaseU26D1A_validate_convert_GSE252321_flat_matrices_v1_1.sh	sh	phaseU26D1A	1	0	fe28c4102ba2cef95b178355415cd37848528fb467acd352687957956b9ed279
scripts/archive_phase_scripts/run_phaseU26D1_audit_GSE252321_singlecell_assets.sh	sh	phaseU26D1	1	0	49b6abd68f0d14fecb726aece4685cf14d52ce36a7da91026ce35d9f2cd6d1d0
scripts/archive_phase_scripts/run_phaseU26D2A1_refine_GSE252321_annotations.sh	sh	phaseU26D2A1	1	0	6a03a94018eb065fc07f2790a3c6029b4333c26b0d224bbe59e12d40f7f1b5d0
scripts/archive_phase_scripts/run_phaseU26D2A_reconstruct_GSE252321_celltypes.sh	sh	phaseU26D2A	1	0	96dcf72b53707bf9870cd951d0069812f3f2124a2482c24c93afe984df93d938
scripts/archive_phase_scripts/run_phaseU26D2B_score_GSE252321_refined_celltype_pseudobulk.sh	sh	phaseU26D2B	1	0	791d14d1f197ff22b06e96a81faaa28fbc85c643a2da87a4188827144afe5028
scripts/archive_phase_scripts/run_phaseU26D2C_synthesize_cellular_localization.sh	sh	phaseU26D2C	1	0	3d0a05c13954d3b51d9b64ee911399291667eb817bfabdbd38c45fed498ecaae
scripts/archive_phase_scripts/run_phaseU27A1_audit_figures_7_to_11.sh	sh	phaseU27A1	1	0	4e4fc27fb3d4576107dd0003670ab15f645b5502c14e9b604e6b38692062907b
scripts/archive_phase_scripts/run_phaseU27A2_rebuild_figures_7_to_11_journal_width.sh	sh	phaseU27A2	1	0	bb092b52876df0a36658b00c47eefa9734f497133eebe4e94488743f3fe30b1c
scripts/archive_phase_scripts/run_phaseU27A31_repair_visual_diversity_layout_collisions.sh	sh	phaseU27A31	1	0	1243f8aa1080feef04c02285ec6b41dde1f5d93807e931373795d946234ce88a
scripts/archive_phase_scripts/run_phaseU27A32_finalize_titles_spacing_and_legends.sh	sh	phaseU27A32	1	0	439ee62ecf75855d0e469062bd5bc4bede73dc7ea76837a8fd17026c5853a499
scripts/archive_phase_scripts/run_phaseU27A3_redesign_figures_7_to_11_for_visual_diversity.sh	sh	phaseU27A3	1	0	583d98249a4f7dd6776a94a374f9f9b3074e79b223a1fdfb121845f3e7c44ec7
scripts/archive_phase_scripts/run_phaseU27A4_final_visual_audit.sh	sh	phaseU27A4	1	0	45b9b248cf48ddda4299a7359396ceb34ff707f10c3e89bb8e610a2648552ccb
scripts/archive_phase_scripts/run_phaseU27A_build_figures_7_to_11.sh	sh	phaseU27A	1	0	db2a176bb2aae7d30973291983bf8088f0826913f7aabd455d5362bcadff9910
scripts/archive_phase_scripts/run_phaseU27B11_resolve_legacy_source_confirmation.sh	sh	phaseU27B11	1	0	d0cc758e410055b4abf13c5c8966260321d4e34c3bb9b0335ecd7356a7ae7713
scripts/archive_phase_scripts/run_phaseU27B1_freeze_architecture_and_map_assets.sh	sh	phaseU27B1	1	0	0be7be055d7d7778ab90dd5220f8f7f744464d92d9908e0fe0e01d5a072af1ff
scripts/archive_phase_scripts/run_phaseU27B2A1_lock_exact_panel_sources.sh	sh	phaseU27B2A1	1	0	094b367c0fe12dde43fd79e0c4da086f2b4ab96e6d9e8a350f0c08bc62643778
scripts/archive_phase_scripts/run_phaseU27B2A2_finalize_panel_source_lock.sh	sh	phaseU27B2A2	1	0	759843c8d9a4a3352e60f9ea9f1d50b51eddab7a56fa2d4a1fd73e211f92df8f
scripts/archive_phase_scripts/run_phaseU27B2A_resolve_panel_sources_and_schemas.sh	sh	phaseU27B2A	1	0	1082d9a1eb2e816f7c9d0b9e14de344dd71a22739f7d505835864eaee84e0589
scripts/archive_phase_scripts/run_phaseU27B2B_build_final_figures_1_to_4.sh	sh	phaseU27B2B	1	0	da664187adee618b282a7af81ee4a8499b021ce21b4bcd0fa734cb39b4f43059
scripts/archive_phase_scripts/run_phaseU27B2C1_repair_figures_1_to_4_layout.sh	sh	phaseU27B2C1	1	0	c337d217f2d57031f682bfb4e36715d9e95c1910bd5d4d4e7bc1ec1396e04d9c
scripts/archive_phase_scripts/run_phaseU27B2C2A_repair_GSE280297_full_effect_source.sh	sh	phaseU27B2C2A	1	0	075c15322f551cc771adf7d3d66ba7afcc0dd9a5a10b3d46d86c4d375e0f6c4a
scripts/archive_phase_scripts/run_phaseU27B2C2B_rebuild_final_figures_1_to_4.sh	sh	phaseU27B2C2B	1	0	540f63690dda83881150a753e83ac9e59af42330b3887dc049c8812480e0a2be
scripts/archive_phase_scripts/run_phaseU27B2C2D_final_label_margin_polish.sh	sh	phaseU27B2C2D	1	0	e23f4e804828972a28bd9ce73f3c12da3873e4242640d50aed2e24c358b6f4ac
scripts/archive_phase_scripts/run_phaseU27B2C2E_freeze_final_figures_1_to_4.sh	sh	phaseU27B2C2E	1	0	7dfe98c660ec364204aa9c013362ba4eaeb673885e68309d9cb1a06113f5a013
scripts/archive_phase_scripts/run_phaseU27B2D_build_final_figures_5_to_8.sh	sh	phaseU27B2D	1	0	2e318f2819ae9588188dd2c95dfe1accb5a074ae0447e2eb79c23a88ef161c80
scripts/archive_phase_scripts/run_phaseU27B2E1_reconstruct_figures_5_to_8_pathway_specific.sh	sh	phaseU27B2E1	1	0	da73febe1bcd9554e4036facda1b681f3ddd9df84654112fb4c077c45bc438af
scripts/archive_phase_scripts/run_phaseU27B2E1_reconstruct_figures_5_to_8_pathway_specific_v11.sh	sh	phaseU27B2E1	1	0	f1d67b966fe2c8dafc98a0cc6db326bd1efa4ef1e7c76f129cc16a93b0dbcd55
scripts/archive_phase_scripts/run_phaseU27B2E1_reconstruct_figures_5_to_8_pathway_specific_v12.sh	sh	phaseU27B2E1	1	0	6a193c9489415919e1ddef5fdf7b245705ed4838253a03a4e5ae4ebbb0e25d1b
scripts/archive_phase_scripts/run_phaseU27B2E2A_final_figures_5_to_8_layout_annotation_repair.sh	sh	phaseU27B2E2A	1	0	737c8fdf2fc1a21d7af7b81bb3b5e54d9eade379bfa5ebb634883f75ecef736a
scripts/archive_phase_scripts/run_phaseU27B2E2C_final_scatter_annotation_title_repair.sh	sh	phaseU27B2E2C	1	0	f660b063a37e451eef7c7d3c642fb06ee16efd6e2ca6fa2102c7b8adbb26e5d8
scripts/archive_phase_scripts/run_phaseU27B2E2D_final_visibility_title_microrepair.sh	sh	phaseU27B2E2D	1	0	5eca72ff6de931f328b458424ea88403ef3fc9c7af84ef1eb94bbff6bf702cd3
scripts/archive_phase_scripts/run_phaseU27B2E2E_freeze_final_figures_5_to_8.sh	sh	phaseU27B2E2E	1	0	81e9f517b502b5a3da4dd0be02c25e02a7fff24cb86c715ed51d40a420e6ef56
scripts/archive_phase_scripts/run_phaseU27B3A_assemble_complete_eight_figure_package.sh	sh	phaseU27B3A	1	0	9398423bd0f0cbba7ccc9d9fb89e62a52dd89ba9b71b525833f88db7ef5c5f31
scripts/archive_phase_scripts/run_phaseU27B3B_construct_definitive_figure_legends.sh	sh	phaseU27B3B	1	0	c62e26982c9e636cfdc19aab6057ebce803413af04e56eb37724e36c87d66174
scripts/archive_phase_scripts/run_phaseU27B3C11_confirm_target_and_audit_structure.sh	sh	phaseU27B3C11	1	0	3f9298524f1c44e52b4bef11609d9f53b713ebac635373bbc86857a16d1b6668
scripts/archive_phase_scripts/run_phaseU27B3C1_resolve_authoritative_manuscript_target.sh	sh	phaseU27B3C1	1	0	58f8fc9aaaa6cc8ccb9ff87f81506ea088167fce77dd1cb469c467b00a55eaa3
scripts/archive_phase_scripts/run_phaseU27B3C2_reconstruct_results_section.sh	sh	phaseU27B3C2	1	0	206789503052b0d50eb15e4a998f77c2db2f6e9647e6e30a481e88d4c069a573
scripts/archive_phase_scripts/run_phaseU27B3C31_correct_results_audit_false_negatives.sh	sh	phaseU27B3C31	1	0	da8b8370b420131af5bc155fbe112fcdbd4f4c84e2c39e33c63b8c68566122e3
scripts/archive_phase_scripts/run_phaseU27B3C3_audit_reconstructed_results.sh	sh	phaseU27B3C3	1	0	2fb13bf4ae78e3f7424626bef6ae3ff0f8b3a721989ceac5d4dd068fd8aa0782
scripts/archive_phase_scripts/run_phaseU27B3C41_cleanup_integrated_figure_section.sh	sh	phaseU27B3C41	1	0	8119ed9f69e675e78bda4a30f278a014db7096d66fb0289a7d9b882cddd86396
scripts/archive_phase_scripts/run_phaseU27B3C4_integrate_frozen_figures_and_legends.sh	sh	phaseU27B3C4	1	0	9039b25522b78df1e5ce28a39a9248a188828f8b3dd162ec262629c92b2592a9
scripts/archive_phase_scripts/run_phaseU27B3D11_correct_manuscript_wide_audit.sh	sh	phaseU27B3D11	1	0	5caf9be53bd1719f9ebaaf5a20ed4373a13f7d32713ed207563fc3ee3c544759
scripts/archive_phase_scripts/run_phaseU27B3D1_audit_manuscript_wide_content_structure.sh	sh	phaseU27B3D1	1	0	e48d92a03e0ff29f1ccc7d4bf04cefbf398bb62ab3228a1b0c5e6f429a06b9c8
